YEAR_MONTH_KEY,BOROUGH,TOTAL_REVENUE,TOTAL_TIPS,TIP_PERCENTAGE
2024-09,,121141.82,11811.440,11.086872900
2024-10,Bronx,303287.68,8164.090,3.009005100
2024-10,Brooklyn,1280458.10,80833.410,7.330113400
2024-10,EWR,43574.92,4968.110,13.049636100
2024-10,Manhattan,72755671.00,9493013.280,19.647171800
2024-10,Queens,24840170.66,3051855.080,16.860640800
2024-10,Staten Island,3598.98,80.040,2.374341400
2024-10,Unknown,312945.03,39727.500,17.921176100
2024-10,,122194.83,11525.810,10.679244900
2024-11,Bronx,259291.49,3763.300,1.602231600
2024-11,Brooklyn,1169653.98,65758.470,6.463625600
2024-11,EWR,41818.55,4796.590,13.135131200
2024-11,Manhattan,68372309.48,8940814.510,19.719889000
2024-11,Queens,21298087.22,2612813.510,16.823851400
2024-11,Staten Island,1997.03,152.010,8.629479100
2024-11,Unknown,269523.28,34407.610,18.186677600
2024-11,,93875.00,8663.460,10.422022000
2024-12,Bronx,273293.55,3473.640,1.400115400
2024-12,Brooklyn,1189005.26,69346.890,6.717556100
2024-12,EWR,47032.80,4565.380,10.899422300
2024-12,Manhattan,71142727.84,9281348.830,19.577658400
2024-12,Queens,22093671.39,2696623.200,16.710755300
2024-12,Staten Island,2571.27,352.940,16.664227200
2024-12,Unknown,272724.18,34058.590,17.693764000
2024-12,,116916.19,10749.740,10.386335600
2025-01,Bronx,268948.12,2203.150,0.900964500
2025-01,Brooklyn,995505.91,49357.490,5.654723400
2025-01,EWR,29693.84,3132.200,11.965575600
2025-01,Manhattan,58595261.67,7711745.710,20.913367800
2025-01,Queens,17777943.30,2148821.340,16.625366600
2025-01,Staten Island,1314.94,151.010,13.626847600
2025-01,Unknown,216502.11,27844.630,19.015445100
2025-01,,73056.65,7119.510,11.126536200
2025-02,Bronx,259340.61,1753.510,0.735814000
2025-02,Brooklyn,924340.39,46462.050,5.740396000
2025-02,EWR,23976.58,2215.670,10.317602200
2025-02,Manhattan,56204076.82,7423341.250,21.033573500
2025-02,Queens,15908786.62,1932223.540,16.790470700
2025-02,Staten Island,1251.72,81.610,7.279847300
2025-02,Unknown,193314.01,24902.070,19.159096400
2025-02,,58816.83,5921.020,11.509827300
2025-03,Bronx,309069.43,3118.630,1.102556700
2025-03,Brooklyn,1153158.64,65812.750,6.580471600
2025-03,EWR,30185.92,2909.580,10.795398000
2025-03,Manhattan,66429726.84,8722984.110,20.735269500
2025-03,Queens,20820196.62,2552380.660,16.954030200
2025-03,Staten Island,2517.80,349.070,16.649337000
2025-03,Unknown,222046.16,28655.230,18.807690600
2025-03,,76770.13,8002.030,11.952246200
2025-04,Bronx,322519.43,4589.470,1.559437900
2025-04,Brooklyn,1178366.16,68171.600,6.686567100
2025-04,EWR,36870.04,3747.260,11.475797900
2025-04,Manhattan,67289030.25,8812194.080,20.588340900
2025-04,Queens,20759847.35,2505328.680,16.650693200
2025-04,Staten Island,2645.24,450.660,21.963272700
2025-04,Unknown,217886.50,28172.150,18.808613000
2025-04,,82610.00,7602.480,10.396131600
2025-05,Bronx,340054.93,6112.230,1.985013600
2025-05,Brooklyn,1311499.61,82060.780,7.268798600
2025-05,EWR,36959.30,3690.180,11.258519000
2025-05,Manhattan,71726694.58,9408477.060,20.429101600
2025-05,Queens,24874822.63,3043872.750,16.803559900
2025-05,Staten Island,2579.68,179.680,7.742758400
2025-05,Unknown,235918.07,29958.800,18.148120900
2025-05,,113743.63,10794.060,10.738505400
2025-06,Bronx,357843.41,8452.650,2.584857200
2025-06,Brooklyn,1280671.85,75930.650,6.814604900
2025-06,EWR,34475.33,3182.560,10.313455100
2025-06,Manhattan,64314909.65,8420180.770,20.499265200
2025-06,Queens,23392234.55,2860891.720,16.755831500
2025-06,Staten Island,1602.93,153.110,11.245684900
2025-06,Unknown,202445.78,25883.110,18.390770700
2025-06,,100518.32,9894.190,11.188542100
2025-07,Bronx,395789.77,8186.570,2.245356400
2025-07,Brooklyn,1317070.47,67269.920,5.786754700
2025-07,EWR,36569.96,3630.520,11.172639000
2025-07,Manhattan,58097572.38,7460321.320,20.085690600
2025-07,Queens,21432841.51,2502900.450,15.809167500
2025-07,Staten Island,1287.30,141.690,12.968030700
2025-07,Unknown,184396.65,23014.900,17.868052200
2025-07,,113440.51,9511.480,9.372389100
2025-08,Bronx,491707.55,8089.100,1.774668600
2025-08,Brooklyn,1600740.27,74718.030,5.233094300
2025-08,EWR,41315.66,3789.830,10.247494900
2025-08,Manhattan,53092223.21,6736706.460,19.794539900
2025-08,Queens,22010362.57,2519914.930,15.382407500
2025-08,Staten Island,3046.05,429.380,17.092472400
2025-08,Unknown,163802.71,20318.720,17.758869500
2025-08,,126268.25,11110.230,9.855636100
